순위	player	team	avg	g	pa	ab	r	h	2b	3b	hr	tb	rbi	sac	sf	year	position	bb	ibb	hbp	so	gdp	slg	obp	ops	mh	risp	ph-ba	xbh	go	ao	go/ao	gw/rbi	bb/k	p/pa	isop	xr	gpa	pk
83	하지호	SK	0	9	7	7	0	0	0	0	0	0	0	0	0	2010	infielder	0	0	0	2	0	0	0	0	0	0	0	0	1	4	0.25	0	0	3.29	0	-0.6	0	2010_하지호
83	김지수	넥센	0	8	6	5	1	0	0	0	0	0	0	0	0	2010	infielder	1	0	0	0	2	0	0.167	0.167	0	0	0	0	2	3	0.67	0	-	4	0	-0.9	0.075	2010_김지수
83	장종덕	넥센	0	2	3	3	0	0	0	0	0	0	0	0	0	2010	infielder	0	0	0	3	0	0	0	0	0	0	0	0	0	0	-	0	0	5.33	0	-0.3	0	2010_장종덕
83	문선재	LG	0	7	5	5	0	0	0	0	0	0	1	0	0	2010	infielder	0	0	0	4	0	0	0	0	0	0	0	0	1	0	-	0	0	4.4	0	-0.5	0	2010_문선재
83	백창수	LG	0	15	15	12	3	0	0	0	0	0	0	0	0	2010	infielder	3	0	0	3	1	0	0.2	0.2	0	0	0	0	4	5	0.8	0	1	4.13	0	-0.5	0.09	2010_백창수
83	윤진호	LG	0	17	6	6	1	0	0	0	0	0	0	0	0	2010	infielder	0	0	0	2	1	0	0	0	0	0	0	0	4	0	-	0	0	3.17	0	-0.9	0	2010_윤진호
83	김강석	한화	0	3	2	2	0	0	0	0	0	0	0	0	0	2010	infielder	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3.5	0	-0.2	0	2010_김강석
83	김회성	한화	0	11	19	17	0	0	0	0	0	0	0	0	0	2010	infielder	2	0	0	7	1	0	0.105	0.105	0	0	0	0	7	3	2.33	0	0.29	4.26	0	-1.3	0.047	2010_김회성
1	강병우	넥센	0.5	11	2	2	2	1	0	0	0	1	0	0	0	2010	outfielder	0	0	0	0	0	0.5	0.5	1	0	0	0	0	0	1	0	0	-	2.5	0	0.1	0.35	2010_강병우
2	홍성흔	롯데	0.35	111	498	431	88	151	28	1	26	259	116	1	5	2010	outfielder	54	3	7	49	18	0.601	0.427	1.028	54	0.438	0	55	110	126	0.87	0	1.1	3.8	0.251	96.5	0.342	2010_홍성흔
3	이진영	LG	0.331	104	417	378	56	125	28	0	7	174	50	2	4	2010	outfielder	32	0	1	40	7	0.46	0.381	0.841	36	0.37	0.5	35	131	86	1.52	0	0.8	3.64	0.13	62.9	0.286	2010_이진영
4	손인호	LG	0.323	42	71	62	6	20	4	0	2	30	12	2	2	2010	outfielder	5	0	0	14	1	0.484	0.362	0.846	2	0.318	0.318	6	14	16	0.88	0	0.36	3.75	0.161	11.2	0.284	2010_손인호
5	정수빈	두산	0.322	76	156	143	35	46	8	6	1	69	19	1	2	2010	outfielder	10	0	0	25	2	0.483	0.361	0.844	10	0.325	0.5	15	38	36	1.06	0	0.4	3.83	0.161	24.8	0.283	2010_정수빈
6	신종길	KIA	0.321	58	144	131	22	42	6	3	1	57	18	5	0	2010	outfielder	4	0	4	25	1	0.435	0.36	0.795	13	0.361	0	10	37	27	1.37	0	0.16	3.9	0.115	21.5	0.271	2010_신종길
7	김현수	두산	0.317	132	565	473	88	150	29	0	24	251	89	0	8	2010	outfielder	78	6	6	64	9	0.531	0.414	0.945	45	0.309	0	53	134	133	1.01	0	1.22	3.84	0.214	100.2	0.319	2010_김현수
8	김강민	SK	0.317	115	450	401	74	127	19	2	10	180	72	11	3	2010	outfielder	33	0	2	51	5	0.449	0.369	0.818	32	0.316	0	31	118	108	1.09	0	0.65	3.86	0.132	66	0.278	2010_김강민
9	안치용	SK	0.313	30	58	48	3	15	1	0	1	19	4	0	1	2010	outfielder	8	0	1	10	2	0.396	0.414	0.81	4	0.091	0.2	2	13	11	1.18	0	0.8	3.93	0.083	8.3	0.285	2010_안치용
10	이종욱	두산	0.312	114	471	413	66	129	16	2	5	164	45	6	3	2010	outfielder	45	1	4	46	3	0.397	0.383	0.78	41	0.359	0	23	135	106	1.27	0	0.98	3.85	0.085	65.9	0.272	2010_이종욱
11	이용규	KIA	0.307	129	555	472	74	145	19	1	3	175	51	7	3	2010	outfielder	64	2	9	50	10	0.371	0.398	0.769	38	0.353	0	23	154	126	1.22	0	1.28	4.1	0.064	73.2	0.272	2010_이용규
12	손아섭	롯데	0.306	121	487	422	85	129	23	0	11	185	47	9	5	2010	outfielder	50	0	1	82	2	0.438	0.377	0.815	37	0.309	0.1	34	132	84	1.57	0	0.61	3.98	0.133	72.1	0.279	2010_손아섭
13	이택근	LG	0.303	91	388	337	66	102	17	1	14	163	50	6	3	2010	outfielder	38	3	4	55	10	0.484	0.377	0.861	28	0.25	0.333	32	88	95	0.93	0	0.69	4.09	0.181	59.1	0.291	2010_이택근
14	박한이	삼성	0.301	128	470	379	64	114	21	2	11	172	63	10	5	2010	outfielder	73	2	3	54	10	0.454	0.413	0.867	30	0.313	0.4	34	143	73	1.96	0	1.35	4.08	0.153	72.6	0.299	2010_박한이
15	박용택	LG	0.3	107	420	370	62	111	21	0	9	159	45	6	1	2010	outfielder	38	3	5	64	6	0.43	0.372	0.802	34	0.294	0.308	30	102	94	1.09	0	0.59	3.74	0.13	59.6	0.275	2010_박용택
17	임재철	두산	0.292	96	173	130	27	38	5	2	3	56	18	3	1	2010	outfielder	31	2	8	28	2	0.431	0.453	0.884	4	0.353	0.286	10	31	34	0.91	0	1.11	4.38	0.138	28.6	0.312	2010_임재철
18	배영섭	삼성	0.292	11	26	24	5	7	2	0	0	9	3	0	0	2010	outfielder	2	0	0	6	1	0.375	0.346	0.721	2	0.25	0.333	2	9	2	4.5	0	0.33	3.81	0.083	2.9	0.249	2010_배영섭
19	유한준	넥센	0.291	131	543	481	52	140	27	0	9	194	79	8	4	2010	outfielder	49	0	1	81	17	0.403	0.355	0.758	33	0.384	0.5	36	148	116	1.28	0	0.6	3.8	0.112	65.3	0.261	2010_유한준
20	송지만	넥센	0.291	127	432	375	52	109	15	1	17	177	63	2	6	2010	outfielder	41	4	8	85	5	0.472	0.367	0.839	25	0.248	0.182	33	95	92	1.03	0	0.48	3.55	0.181	66.7	0.283	2010_송지만
22	전준우	롯데	0.289	114	394	350	56	101	14	2	19	176	57	5	5	2010	outfielder	26	0	8	89	7	0.503	0.347	0.85	28	0.289	0.25	35	82	83	0.99	0	0.29	3.82	0.214	61.1	0.282	2010_전준우
23	김재현	SK	0.288	111	328	267	41	77	17	0	10	124	48	4	3	2010	outfielder	52	2	2	42	10	0.464	0.404	0.868	15	0.293	0.361	27	85	66	1.29	0	1.24	4.44	0.176	49.6	0.298	2010_김재현
24	강병식	넥센	0.287	107	300	251	32	72	9	1	9	110	30	1	3	2010	outfielder	34	2	11	51	5	0.438	0.391	0.829	18	0.216	0.185	19	74	57	1.3	0	0.67	4.11	0.151	44.6	0.285	2010_강병식
25	민병헌	두산	0.286	64	80	70	23	20	2	1	0	24	4	1	0	2010	outfielder	9	2	0	14	0	0.343	0.367	0.71	7	0.3	0	3	19	17	1.12	0	0.64	3.8	0.057	10	0.251	2010_민병헌
26	장기영	넥센	0.283	119	493	435	60	123	16	10	1	162	47	12	4	2010	outfielder	41	0	1	74	6	0.372	0.343	0.715	34	0.314	0	27	156	86	1.81	0	0.55	3.76	0.09	59.6	0.247	2010_장기영
27	최형우	삼성	0.279	121	506	420	71	117	29	1	24	220	97	2	5	2010	outfielder	71	5	8	91	13	0.524	0.389	0.913	26	0.309	0.5	54	98	119	0.82	0	0.78	4.27	0.245	84.2	0.306	2010_최형우
28	김주찬	롯데	0.276	118	535	485	89	134	18	4	9	187	40	11	3	2010	outfielder	31	1	5	65	5	0.386	0.324	0.71	40	0.294	0	31	135	154	0.88	0	0.48	3.41	0.109	66.9	0.242	2010_김주찬
29	최훈락	KIA	0.275	19	47	40	4	11	0	0	2	17	6	1	1	2010	outfielder	2	0	3	15	0	0.425	0.348	0.773	2	0.214	0.333	2	9	6	1.5	0	0.13	3.32	0.15	6.2	0.263	2010_최훈락
30	이영욱	삼성	0.272	120	479	408	68	111	19	2	4	146	42	9	4	2010	outfielder	51	2	7	86	4	0.358	0.36	0.718	32	0.26	1	25	141	74	1.91	0	0.59	3.68	0.086	59.8	0.252	2010_이영욱
31	오정복	삼성	0.271	100	263	221	39	60	10	1	7	93	36	9	4	2010	outfielder	25	0	4	40	4	0.421	0.35	0.771	15	0.313	0.318	18	54	71	0.76	0	0.63	3.88	0.149	33.6	0.263	2010_오정복
32	정희상	한화	0.266	29	74	64	7	17	2	1	0	21	6	1	0	2010	outfielder	9	0	0	22	0	0.328	0.356	0.684	4	0.238	0	3	10	15	0.67	0	0.41	4.42	0.063	8.7	0.242	2010_정희상
33	클락	넥센	0.265	92	397	347	58	92	16	2	12	148	50	0	6	2010	outfielder	43	2	1	72	9	0.427	0.343	0.77	24	0.268	0	30	115	74	1.55	0	0.6	3.94	0.161	51.9	0.261	2010_클락
34	정현석	한화	0.262	114	227	202	20	53	10	0	4	75	24	6	1	2010	outfielder	15	0	3	28	4	0.371	0.321	0.692	9	0.25	0.306	14	66	56	1.18	0	0.54	3.7	0.109	23.7	0.237	2010_정현석
35	이대형	LG	0.261	130	568	494	73	129	14	2	1	150	43	13	1	2010	outfielder	58	0	2	76	3	0.304	0.341	0.645	34	0.308	0.25	17	196	94	2.09	0	0.76	3.79	0.043	61.5	0.229	2010_이대형
36	최진행	한화	0.261	129	524	464	66	121	22	0	32	239	92	2	2	2010	outfielder	47	1	9	131	15	0.515	0.339	0.854	31	0.301	0	54	108	106	1.02	0	0.36	3.9	0.254	77.3	0.281	2010_최진행
37	유재웅	두산	0.258	53	105	97	17	25	6	0	7	52	25	1	0	2010	outfielder	6	1	1	27	0	0.536	0.308	0.844	3	0.188	0.2	13	25	20	1.25	0	0.22	3.97	0.278	16	0.273	2010_유재웅
38	박재상	SK	0.255	97	384	321	57	82	19	1	6	121	42	13	5	2010	outfielder	38	1	7	63	2	0.377	0.342	0.719	19	0.301	0	26	99	82	1.21	0	0.6	4.19	0.121	45.9	0.248	2010_박재상
39	김경언	한화	0.253	50	184	158	19	40	7	2	0	51	11	2	1	2010	outfielder	23	1	0	29	2	0.323	0.346	0.669	9	0.3	0.125	9	46	44	1.05	0	0.79	4.16	0.07	19.4	0.236	2010_김경언
40	강동우	한화	0.252	98	363	309	45	78	8	1	4	100	22	6	3	2010	outfielder	43	0	1	33	10	0.324	0.343	0.667	19	0.2	0.25	13	116	85	1.36	0	1.3	3.85	0.071	37.2	0.235	2010_강동우
41	가르시아	롯데	0.252	118	485	429	73	108	16	1	26	204	83	0	5	2010	outfielder	49	1	2	123	4	0.476	0.328	0.804	31	0.248	0	43	104	99	1.05	0	0.4	3.87	0.224	70.8	0.267	2010_가르시아
42	이명기	SK	0.25	4	5	4	1	1	0	0	0	1	0	0	0	2010	outfielder	0	0	1	0	0	0.25	0.4	0.65	0	0	0	0	3	0	-	0	-	2.8	0	0.6	0.243	2010_이명기
43	이종범	KIA	0.245	97	289	265	36	65	16	1	4	95	29	6	0	2010	outfielder	15	0	3	33	5	0.358	0.293	0.651	20	0.26	0.25	21	90	77	1.17	0	0.45	3.59	0.113	26.3	0.221	2010_이종범
44	서동욱	LG	0.244	11	47	45	5	11	1	0	2	18	4	0	0	2010	outfielder	2	0	0	15	1	0.4	0.277	0.677	3	0.222	0	3	5	14	0.36	0	0.13	3.87	0.156	4.7	0.225	2010_서동욱
45	조동화	SK	0.244	115	300	250	38	61	7	1	3	79	27	14	2	2010	outfielder	27	0	7	56	1	0.316	0.332	0.648	11	0.203	0	11	88	47	1.87	0	0.48	4.02	0.072	32.5	0.228	2010_조동화
46	이승화	롯데	0.244	92	90	82	13	20	4	1	0	26	9	2	0	2010	outfielder	2	0	4	16	0	0.317	0.295	0.612	4	0.348	0.375	5	28	18	1.56	0	0.13	3.31	0.073	7.9	0.212	2010_이승화
47	양준혁	삼성	0.239	64	175	142	10	34	6	0	1	43	20	0	2	2010	outfielder	28	2	3	20	3	0.303	0.371	0.674	8	0.297	0.24	7	48	42	1.14	0	1.4	3.59	0.063	19.1	0.243	2010_양준혁
48	정수성	넥센	0.238	8	24	21	3	5	0	0	0	5	0	2	0	2010	outfielder	1	0	0	8	0	0.238	0.273	0.511	0	0.2	0	0	6	2	3	0	0.13	4.38	0	1.6	0.182	2010_정수성
49	김원섭	KIA	0.238	111	428	353	43	84	16	3	5	121	28	16	1	2010	outfielder	56	0	2	63	5	0.343	0.345	0.688	22	0.194	0.222	24	116	91	1.27	0	0.89	4.21	0.105	46.8	0.241	2010_김원섭
50	강봉규	삼성	0.237	89	279	232	38	55	12	0	4	79	26	4	1	2010	outfielder	40	0	2	44	8	0.341	0.353	0.694	12	0.25	0.1	16	81	53	1.53	0	0.91	4.11	0.103	30.9	0.244	2010_강봉규
51	추승우	한화	0.235	111	304	260	39	61	8	4	2	83	23	6	3	2010	outfielder	29	0	6	62	3	0.319	0.322	0.641	14	0.217	0.208	14	84	56	1.5	0	0.47	3.69	0.085	29.9	0.225	2010_추승우
52	채종범	KIA	0.234	29	85	77	6	18	3	0	3	30	13	0	1	2010	outfielder	6	0	1	15	1	0.39	0.294	0.684	5	0.2	0	6	20	25	0.8	0	0.4	3.76	0.156	9.1	0.23	2010_채종범
53	임훈	SK	0.233	76	202	172	22	40	8	2	1	55	14	7	3	2010	outfielder	20	1	0	32	1	0.32	0.308	0.628	9	0.229	0	11	53	50	1.06	0	0.63	3.75	0.087	19	0.219	2010_임훈
54	전근표	한화	0.227	40	103	88	12	20	3	0	1	26	7	3	0	2010	outfielder	12	0	0	26	2	0.295	0.32	0.615	4	0.273	0.286	4	24	18	1.33	0	0.46	4.07	0.068	8.6	0.218	2010_전근표
55	김준호	LG	0.222	21	47	45	4	10	1	1	0	13	3	0	0	2010	outfielder	2	0	0	14	1	0.289	0.255	0.544	0	0.222	0.25	2	16	5	3.2	0	0.14	3.72	0.067	2.8	0.187	2010_김준호
56	박재홍	SK	0.22	82	219	191	22	42	7	0	8	73	27	3	1	2010	outfielder	23	0	1	34	6	0.382	0.306	0.688	8	0.239	0.286	15	57	59	0.97	0	0.68	3.93	0.162	22.3	0.233	2010_박재홍
57	나지완	KIA	0.215	109	384	316	42	68	11	0	15	124	53	2	3	2010	outfielder	45	1	18	82	9	0.392	0.343	0.735	11	0.258	0	26	86	83	1.04	0	0.55	4.21	0.177	46.6	0.252	2010_나지완
58	황선일	LG	0.2	4	5	5	0	1	1	0	0	2	1	0	0	2010	outfielder	0	0	0	2	0	0.4	0.2	0.6	0	0.5	0.333	1	1	1	1	0	0	2.6	0.2	0.3	0.19	2010_황선일
58	김재우	한화	0.2	5	5	5	3	1	0	0	0	1	0	0	0	2010	outfielder	0	0	0	2	0	0.2	0.2	0.4	0	0	0	0	2	0	-	0	0	4	0	0.1	0.14	2010_김재우
60	오윤	넥센	0.18	37	69	61	6	11	3	0	1	17	4	0	0	2010	outfielder	8	0	0	16	2	0.279	0.275	0.554	0	0.111	0.091	4	18	16	1.13	0	0.5	3.99	0.098	4.1	0.194	2010_오윤
61	이종환	KIA	0.172	47	93	87	8	15	5	1	2	28	13	0	0	2010	outfielder	6	1	0	31	0	0.322	0.226	0.548	3	0.31	0.063	8	16	25	0.64	0	0.19	4.33	0.149	6.2	0.182	2010_이종환
62	이상훈	한화	0.167	34	71	60	6	10	0	0	0	10	2	2	0	2010	outfielder	7	0	2	11	1	0.167	0.275	0.442	1	0.143	0.111	0	24	15	1.6	0	0.64	4.3	0	3.8	0.166	2010_이상훈
63	김다원	KIA	0.143	45	60	56	9	8	0	0	2	14	2	0	0	2010	outfielder	2	0	2	19	2	0.25	0.2	0.45	0	0.1	0	2	20	9	2.22	0	0.11	3.73	0.107	2.2	0.153	2010_김다원
64	이양기	한화	0.136	27	57	44	4	6	1	0	1	10	3	1	0	2010	outfielder	7	0	5	10	1	0.227	0.321	0.548	1	0.25	0.222	2	12	16	0.75	0	0.7	4.16	0.091	5	0.201	2010_이양기
65	조재호	넥센	0.121	46	36	33	6	4	0	0	0	4	4	0	0	2010	outfielder	2	0	1	9	0	0.121	0.194	0.315	0	0.231	0.222	0	11	9	1.22	0	0.22	3.69	0	0.3	0.118	2010_조재호
66	황성용	롯데	0.097	44	33	31	6	3	1	0	0	4	0	0	0	2010	outfielder	1	0	1	11	1	0.129	0.152	0.281	1	0	0.091	1	9	8	1.13	0	0.09	3.88	0.032	0	0.101	2010_황성용
67	이영우	한화	0.095	12	21	21	0	2	0	0	0	2	0	0	0	2010	outfielder	0	0	0	2	0	0.095	0.095	0.19	0	0	0.125	0	6	11	0.55	0	0	3.19	0	-1	0.067	2010_이영우
68	윤효섭	KIA	0	1	2	2	0	0	0	0	0	0	0	0	0	2010	outfielder	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	-	2	0	-0.2	0	2010_윤효섭
68	임한용	KIA	0	2	2	2	0	0	0	0	0	0	0	0	0	2010	outfielder	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	-	2.5	0	-0.2	0	2010_임한용
68	오현근	두산	0	3	2	2	1	0	0	0	0	0	0	0	0	2010	outfielder	0	0	0	0	0	0	0	0	0	0	0	0	2	0	-	0	-	3.5	0	-0.2	0	2010_오현근
68	박정준	롯데	0	2	1	1	0	0	0	0	0	0	0	0	0	2010	outfielder	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-	4	0	-0.1	0	2010_박정준
68	이인구	롯데	0	5	2	2	1	0	0	0	0	0	0	0	0	2010	outfielder	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-	0	0	4	0	-0.2	0	2010_이인구
68	정형식	삼성	0	7	3	2	3	0	0	0	0	0	0	0	0	2010	outfielder	1	0	0	2	0	0	0.333	0.333	0	0	0	0	0	0	-	0	0.5	5.33	0	-0.2	0.15	2010_정형식
68	허승민	삼성	0	14	3	3	1	0	0	0	0	0	0	0	0	2010	outfielder	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0.1	0	2010_허승민
68	김동영	한화	0	3	9	7	0	0	0	0	0	0	0	0	0	2010	outfielder	2	0	0	1	1	0	0.222	0.222	0	0	0	0	5	1	5	0	2	4.67	0	-0.3	0.1	2010_김동영
1	김정훈	SK	0.5	3	3	2	0	1	0	0	0	1	1	1	0	2011	catcher	0	0	0	1	0	0.5	0.5	1	0	0.5	0	0	0	0	-	0	0	3.67	0	0.4	0.35	2011_김정훈
2	이정식	삼성	0.4	8	5	5	0	2	0	0	0	2	0	0	0	2011	catcher	0	0	0	3	0	0.4	0.4	0.8	0	0	0	0	0	0	-	0	0	4.4	0	0.7	0.28	2011_이정식
3	이성우	KIA	0.333	15	9	9	2	3	0	0	0	3	0	0	0	2011	catcher	0	0	0	0	1	0.333	0.333	0.666	0	0	0	0	4	2	2	0	-	2.67	0	0.6	0.233	2011_이성우
4	양의지	두산	0.301	119	438	376	43	113	14	3	4	145	46	11	4	2011	catcher	44	2	3	58	12	0.386	0.375	0.761	30	0.315	0	21	87	122	0.71	0	0.76	3.81	0.085	53.7	0.265	2011_양의지
5	강민호	롯데	0.289	124	506	450	63	130	25	2	19	216	66	0	1	2011	catcher	47	2	8	81	18	0.48	0.366	0.846	39	0.257	0	46	96	144	0.67	0	0.58	3.8	0.191	71	0.285	2011_강민호
6	진갑용	삼성	0.273	112	331	286	26	78	7	0	10	115	42	6	1	2011	catcher	35	2	3	53	10	0.402	0.357	0.759	14	0.325	0.313	17	84	72	1.17	0	0.66	4.08	0.129	40.6	0.261	2011_진갑용
7	조인성	LG	0.267	117	441	390	46	104	14	2	15	167	59	2	1	2011	catcher	44	3	3	70	10	0.428	0.345	0.773	26	0.267	0.333	31	88	129	0.68	0	0.63	3.6	0.162	56.5	0.262	2011_조인성
8	신경현	한화	0.266	103	267	233	18	62	9	0	1	74	27	7	2	2011	catcher	23	0	2	50	7	0.318	0.335	0.653	13	0.269	0.2	10	73	50	1.46	0	0.46	3.84	0.052	24.7	0.23	2011_신경현
9	정상호	SK	0.26	112	401	366	40	95	19	0	11	147	50	3	2	2011	catcher	22	1	8	96	10	0.402	0.314	0.716	21	0.301	0.5	30	73	104	0.7	0	0.23	3.77	0.142	43.5	0.242	2011_정상호
10	장성우	롯데	0.258	64	73	62	6	16	0	0	0	16	6	0	1	2011	catcher	10	0	0	17	1	0.258	0.356	0.614	3	0.267	0.167	0	11	19	0.58	0	0.59	4.21	0	7.1	0.225	2011_장성우
11	박노민	한화	0.25	37	81	72	10	18	3	0	2	27	11	2	0	2011	catcher	6	0	1	16	1	0.375	0.316	0.691	1	0.261	0.429	5	20	18	1.11	0	0.38	3.91	0.125	8.8	0.236	2011_박노민
12	차일목	KIA	0.24	111	373	304	31	73	8	0	7	102	37	13	2	2011	catcher	49	0	5	52	12	0.336	0.353	0.689	15	0.282	0	15	83	98	0.85	0	0.94	4.1	0.095	38.4	0.243	2011_차일목
13	나성용	한화	0.237	27	42	38	4	9	3	0	2	18	7	0	0	2011	catcher	4	0	0	15	1	0.474	0.31	0.784	1	0.333	0.143	5	6	8	0.75	0	0.27	3.71	0.237	5.3	0.258	2011_나성용
14	이희근	한화	0.236	75	138	123	17	29	3	1	1	37	10	8	0	2011	catcher	4	0	3	26	2	0.301	0.277	0.578	7	0.172	0.167	5	37	31	1.19	0	0.15	3.56	0.065	10.1	0.2	2011_이희근
15	강귀태	넥센	0.235	33	89	81	4	19	4	1	1	28	10	2	1	2011	catcher	5	1	0	11	4	0.346	0.276	0.622	3	0.286	0.2	6	26	26	1	0	0.45	3.39	0.111	7	0.211	2011_강귀태
16	김태군	LG	0.234	38	53	47	4	11	0	0	0	11	1	2	0	2011	catcher	4	0	0	4	2	0.234	0.294	0.528	2	0.1	0	0	21	11	1.91	0	1	4.28	0	2.9	0.191	2011_김태군
17	허도환	넥센	0.223	79	191	166	13	37	6	1	0	45	15	9	3	2011	catcher	11	0	2	43	6	0.271	0.275	0.546	5	0.158	0	7	50	39	1.28	0	0.26	3.83	0.048	11.8	0.192	2011_허도환
18	윤상균	LG	0.221	67	91	77	8	17	3	0	5	35	18	0	1	2011	catcher	13	1	0	22	4	0.455	0.33	0.785	3	0.241	0.146	8	15	24	0.63	0	0.59	3.8	0.234	11.5	0.262	2011_윤상균
19	허웅	SK	0.22	27	53	50	4	11	2	0	0	13	3	1	0	2011	catcher	2	0	0	10	0	0.26	0.25	0.51	1	0.182	0	2	16	13	1.23	0	0.2	3.36	0.04	3.3	0.178	2011_허웅
20	현재윤	삼성	0.213	38	70	61	7	13	1	0	0	14	5	4	0	2011	catcher	3	0	2	7	0	0.23	0.273	0.503	3	0.318	0	1	22	19	1.16	0	0.43	3.41	0.016	4.2	0.18	2011_현재윤
21	김상훈	KIA	0.195	67	150	123	19	24	3	0	3	36	16	1	1	2011	catcher	24	0	1	26	2	0.293	0.329	0.622	4	0.286	0.222	6	45	29	1.55	0	0.92	4.05	0.098	14.5	0.221	2011_김상훈
22	채상병	삼성	0.193	63	124	109	11	21	1	1	3	33	9	5	2	2011	catcher	7	0	1	20	4	0.303	0.244	0.547	3	0.111	0	5	29	41	0.71	0	0.35	3.23	0.11	8	0.186	2011_채상병
23	허준	넥센	0.191	55	102	89	5	17	2	0	1	22	11	4	0	2011	catcher	7	0	2	25	2	0.247	0.265	0.512	1	0.241	0	3	30	17	1.76	0	0.28	3.7	0.056	5.4	0.181	2011_허준
24	김재환	두산	0.185	30	56	54	4	10	3	0	2	19	8	0	0	2011	catcher	1	0	1	14	2	0.352	0.214	0.566	1	0.2	0.19	5	14	16	0.88	0	0.07	3.48	0.167	3.3	0.184	2011_김재환
25	용덕한	두산	0.149	60	52	47	3	7	2	0	0	9	2	3	0	2011	catcher	0	0	2	8	1	0.191	0.184	0.375	1	0.125	0.5	2	17	15	1.13	0	0	3.33	0.043	0.7	0.131	2011_용덕한
26	최경철	SK	0.143	20	33	28	2	4	3	0	0	7	4	1	1	2011	catcher	3	0	0	8	0	0.25	0.219	0.469	1	0.2	0	3	11	6	1.83	0	0.38	3.94	0.107	1.9	0.161	2011_최경철
27	박경완	SK	0.133	10	16	15	0	2	0	0	0	2	1	0	0	2011	catcher	1	0	0	6	2	0.133	0.188	0.321	0	0.333	0	0	6	1	6	0	0.17	3.88	0	-0.6	0.118	2011_박경완
28	최승환	두산	0.121	17	37	33	1	4	0	0	1	7	5	1	0	2011	catcher	2	0	1	6	2	0.212	0.194	0.406	0	0.167	0	1	13	10	1.3	0	0.33	3.24	0.091	0.6	0.14	2011_최승환
29	심광호	LG	0.114	25	39	35	1	4	1	0	0	5	1	1	0	2011	catcher	1	0	2	15	1	0.143	0.184	0.327	0	0.125	0	1	5	11	0.45	0	0.07	3.74	0.029	0	0.119	2011_심광호
30	이해창	넥센	0.1	14	11	10	0	1	0	0	0	1	1	0	0	2011	catcher	1	0	0	5	0	0.1	0.182	0.282	0	0.5	0	0	3	1	3	0	0.2	3.64	0	-0.3	0.107	2011_이해창
31	유선정	넥센	0.077	37	50	39	1	3	0	1	0	5	1	1	0	2011	catcher	10	0	0	11	0	0.128	0.265	0.393	0	0.091	0	1	11	14	0.79	0	0.91	4.38	0.051	2.2	0.151	2011_유선정
32	김정남	SK	-	1	0	0	0	0	0	0	0	0	0	0	0	2011	catcher	0	0	0	0	0	-	-	-	0	0	0	0	0	0	-	0	-	-	-	0	0	2011_김정남
32	김태훈	KIA	0	3	5	5	0	0	0	0	0	0	0	0	0	2011	catcher	0	0	0	1	2	0	0	0	0	0	0	0	4	0	-	0	0	3.8	0	-1.2	0	2011_김태훈
32	유강남	LG	0	3	3	3	0	0	0	0	0	0	0	0	0	2011	catcher	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	-	4	0	-0.3	0	2011_유강남
1	이대호	롯데	0.357	133	570	493	76	176	26	1	27	285	113	0	6	2011	infielder	63	8	8	60	22	0.578	0.433	1.011	58	0.385	0	54	115	148	0.78	0	1.05	3.66	0.221	108.5	0.339	2011_이대호
2	조중근	넥센	0.327	36	117	98	14	32	5	2	3	50	16	6	0	2011	infielder	12	0	1	22	2	0.51	0.405	0.915	7	0.3	0.5	10	21	23	0.91	0	0.55	4.16	0.184	18.8	0.31	2011_조중근
3	안치홍	KIA	0.315	115	433	378	54	119	21	4	5	163	46	17	2	2011	infielder	33	1	3	55	13	0.431	0.373	0.804	32	0.348	0.5	30	116	90	1.29	0	0.6	3.59	0.116	56.3	0.276	2011_안치홍
4	최정	SK	0.31	113	488	403	64	125	25	1	20	212	75	13	6	2011	infielder	46	1	20	72	8	0.526	0.402	0.928	39	0.372	0	46	96	116	0.83	0	0.64	3.69	0.216	85	0.312	2011_최정
5	정근우	SK	0.307	90	385	326	60	100	19	0	6	137	40	15	2	2011	infielder	38	2	4	37	10	0.42	0.384	0.804	29	0.294	0.25	25	106	85	1.25	0	1.03	3.48	0.113	51.6	0.278	2011_정근우
6	최동수	SK	0.304	80	199	181	16	55	8	0	2	69	30	2	3	2011	infielder	11	0	2	21	6	0.381	0.345	0.726	18	0.281	0.4	10	58	50	1.16	0	0.52	3.39	0.077	22.7	0.251	2011_최동수
7	정훈	롯데	0.303	26	41	33	6	10	0	0	3	19	8	2	1	2011	infielder	3	0	2	9	1	0.576	0.385	0.961	2	0.231	0	3	9	6	1.5	0	0.33	3.59	0.273	7.1	0.317	2011_정훈
8	이범호	KIA	0.302	101	405	318	63	96	21	0	17	168	77	0	5	2011	infielder	75	3	7	56	8	0.528	0.44	0.968	26	0.316	0	38	75	96	0.78	0	1.34	4.2	0.226	75	0.33	2011_이범호
